customer_id,avg_transaction_value
C5239,2446.178181818181
C1934,2223.6725
C2724,1945.1419999999998
C4036,2493.5444444444447
C4916,2549.292
C2988,3276.8555555555554
C7104,1888.840909090909
C4473,2996.5823076923084
C4346,2120.112
C1542,2346.273
C2075,2962.06
C3070,2178.938888888889
C2203,2125.516153846154
C9444,2443.1418750000003
C6360,1878.6712499999999
C3533,1986.821
C7524,2375.2488235294113
C4831,2408.191875
C9666,2774.0141666666664
C7584,2000.5326666666665
C4117,2561.37
C6861,1650.4877777777776
C3463,2773.1357142857137
C7420,2281.8816666666667
C1570,2941.9130769230765
C3007,3211.2407692307697
C1600,3116.537272727273
C1359,2563.2673333333337
C8556,2614.565833333333
C9232,1608.0022222222221
C1507,2705.1206666666667
C2249,2128.07375
C9314,2767.0933333333337
C2492,1737.8538461538462
C6034,1849.9471428571426
C3999,2207.3693749999998
C1608,2306.060909090909
C5340,2882.35625
C9767,2110.718181818182
C7497,3106.6066666666666
C2857,1959.2192857142857
C8052,3240.0325
C7502,1869.827142857143
C1937,2193.0121052631575
C3459,3135.115625
C9944,2604.4353846153845
C5163,2588.5241666666666
C3835,2523.984736842105
C9503,2260.2876923076924
C7580,3084.818888888889
C3896,2668.0433333333335
C2926,2391.98625
C7833,2829.019230769231
C3719,2017.7527272727275
C2009,2698.1916666666666
C2406,2377.1588235294116
C4103,2554.8540000000003
C1485,1323.0144444444445
C3960,2561.533076923077
C6154,2228.3300000000004
C1817,1951.1914285714283
C8055,2703.4184615384615
C8073,3411.4020000000005
C1209,3284.0191666666665
C6576,2748.5850000000005
C7801,2830.0299999999997
C6438,1581.482
C7758,4061.1059999999998
C1526,3243.2200000000003
C1952,2903.53
C6240,3018.6561538461538
C4254,2953.2670000000003
C9478,2284.2786666666666
C9153,2205.5414285714282
C5808,2596.191904761905
C1558,1788.595714285714
C5888,2569.16619047619
C3363,2761.9271428571424
C5847,1447.6725
C6415,2687.493157894737
C3329,2898.2492857142856
C1066,2334.605
C2872,2432.3344444444447
C1020,2120.1635714285717
C2643,1115.9479999999999
C5760,2052.6163636363635
C9079,2398.3892857142855
C3061,2579.835
C6472,3597.8100000000004
C6554,2614.987777777778
C8557,2291.3175
C2416,2952.4214285714284
C1322,2295.110909090909
C4292,3633.001875
C5147,3446.3900000000003
C3211,2966.56
C6314,3090.5518749999997
C7402,2169.4513333333334
C6278,2855.8193333333334
C4667,2205.05
C4070,2833.4888235294115
C4597,1699.1516666666666
C8298,3245.373076923077
C4866,2233.63
C4414,2725.6349999999998
C7075,2691.517
C4520,2242.2935714285713
C3349,3188.634
C1717,3043.8399999999997
C5138,2562.216666666667
C2932,1429.1044444444444
C9464,2584.1241666666665
C9852,1800.3625000000002
C6856,3767.0533333333333
C5223,1893.1763636363635
C3245,2190.56625
C4324,2876.58
C8343,2449.1035714285713
C6687,2327.9
C9013,2668.6535714285715
C3327,1585.4807692307693
C3357,3457.6264285714283
C7043,2356.4135714285717
C1893,2349.1758823529412
C3658,2848.1176470588234
C9627,2010.284117647059
C5261,1728.6372727272728
C8969,3461.350000000001
C3071,2325.6375
C2598,3916.3875000000003
C6793,2945.268181818182
C6471,2499.26
C6269,2878.3230000000003
C6853,2137.93
C3940,2515.2735294117642
C2607,2891.35
C5003,3629.297777777778
C9301,2175.5584615384614
C8303,2935.406875
C8374,2126.6253846153845
C9539,1919.5355555555552
C8512,4514.7733333333335
C3126,3138.2725
C2122,2445.6072727272726
C9712,1669.482
C4359,2557.6733333333336
C7659,2900.5416666666665
C5527,2203.6525
C1186,2828.8609090909094
C6859,3008.1754545454546
C4974,3487.9100000000003
C6380,3173.2940000000003
C8962,1889.01625
C2457,2342.0236363636363
C9693,1643.8516666666667
C5191,2324.742
C4441,3027.897647058823
C1658,2554.7227272727273
C6585,2606.428
C5606,2595.025
C9781,3271.6499999999996
C5791,2007.6666666666667
C5101,1439.6553846153847
C7251,2176.533157894737
C4022,1955.3622222222225
C7172,1698.345
C6593,2697.0711764705884
C4204,2974.7535294117647
C6027,3470.3630000000003
C7531,2837.193333333333
C7611,2465.3775
C3976,2766.736363636364
C9591,4307.560909090909
C4875,3143.3290909090906
C9959,3310.7233333333334
C9888,2831.555714285714
C4268,2870.46
C8160,2149.1776923076923
C7116,1642.0041666666668
C9064,2343.32125
C9048,3008.118
C2440,2422.095
C9680,2324.735714285714
C5141,2601.529
C8022,3369.2308333333335
C9408,2535.88875
C3973,2171.796428571429
C4783,2867.3125
C5517,1982.9600000000003
C9778,2875.820909090909
C9979,2544.554166666667
C9622,2304.653846153846
C4447,3659.737
C5568,1515.0933333333332
C7863,3182.352727272728
C9788,2533.275
C4136,2682.7999999999997
C1240,4017.911666666667
C6929,2527.9675
C2966,3473.345
C5110,3299.822
C2161,2631.568333333333
C2340,2579.058333333334
C1030,3005.9007142857145
C7944,2694.940714285714
C7343,2669.669
C4793,2075.53
C5165,2163.812222222222
C8011,2143.0175
C5664,2615.2000000000003
C2977,2474.099411764706
C5708,3197.261
C7365,1733.8190909090908
C6056,2374.9549999999995
C1587,2018.4492307692308
C2287,2264.7549999999997
C4969,2463.2026666666666
C8930,2774.6941666666667
C1462,3366.4630769230766
C1873,2782.474
C8673,2323.9358333333334
C7844,2890.6177777777775
C9879,1977.2727777777775
C1076,2795.5615384615385
C2637,2257.471875
C5117,2112.1646666666666
C3786,1161.2114285714285
C4774,2971.7935294117647
C6699,3422.5946153846157
C6672,3184.9306666666666
C1156,1970.7999999999997
C1662,1812.8727272727274
C9146,2818.1449999999995
C6875,3017.5588888888888
C3952,3065.0130769230773
C4575,2631.3172727272727
C3948,2993.97625
C2529,2886.048666666667
C7553,2285.6508333333336
C3594,2091.0311111111114
C3487,2456.4206666666664
C4865,2710.4193333333333
C9904,2231.405625
C4898,2033.2929999999997
C6148,2537.8624999999997
C8861,3047.7599999999998
C9017,2335.337692307692
C2549,2201.326666666667
C3975,2608.8283333333334
C9252,2060.953076923077
C2047,2411.8855555555556
C6430,2777.293
C7079,2359.085
C7352,2342.942
C8588,3073.193636363636
C9802,2298.462941176471
C1859,2075.1530769230767
C1332,2579.4049999999997
C4072,2990.7317647058826
C2438,2462.1731578947365
C4878,1862.7135294117645
C4489,2324.995
C7921,2452.213157894736
C1668,2913.163571428571
C3042,2121.022
C1759,2432.5599999999995
C3200,2432.804375
C1118,2791.1394999999998
C1688,2840.4022222222216
C4129,2662.230769230769
C8154,2507.2506249999997
C6362,2641.68375
C5395,1867.84375
C4002,3161.656666666667
C7745,2507.137647058824
C5450,3291.902857142857
C5121,2700.8577777777778
C3859,2196.0099999999998
C5968,3225.703
C9398,2234.7174999999997
C4130,4102.626153846154
C4397,2236.1336363636365
C4494,2190.2833333333333
C6190,2380.7750000000005
C9502,2837.174
C4825,2484.0019999999995
C6516,2531.4244444444444
C6712,3167.882727272727
C3530,2409.9400000000005
C6510,2805.904375
C9190,842.4316666666667
C9371,3275.1000000000004
C8038,2619.201538461538
C2376,2429.082666666667
C7537,3169.95875
C4694,1954.074705882353
C4849,3505.092307692307
C8240,2380.017142857143
C5306,2263.988571428571
C5814,2943.728
C2875,2242.2200000000003
C3078,2511.6978571428576
C4513,2447.1
C3541,1588.6625000000001
C7249,2015.36
C5651,2704.750769230769
C8779,3361.1923333333334
C2710,3419.7170588235294
C7225,3328.9385714285713
C7210,2672.5582352941174
C3306,2985.1833333333334
C4727,1673.4869230769232
C4753,2533.1107142857145
C4409,1675.8608333333334
C6345,3302.945714285714
C7544,2616.309285714286
C2151,3848.3246153846153
C5139,3029.2427272727273
C1854,3653.2036842105263
C5068,1943.8406666666667
C8043,3318.008888888889
C6838,2748.4525000000003
C3720,2592.272
C2012,2682.219
C7200,2873.315
C6462,3565.9528571428573
C6411,2302.588461538461
C8715,2095.1600000000003
C7338,2466.331875
C2613,2894.1672727272726
C2537,2947.243571428571
C5767,2672.8385714285714
C8016,2190.4975
C5341,2881.376923076923
C1479,1720.440769230769
C1549,2381.795
C7898,2917.546666666667
C6220,1746.9613333333332
C8308,2730.8110526315786
C5747,2077.8822222222225
C5969,1594.6942857142856
C8041,2072.5836363636363
C7505,2304.15
C3758,1766.532777777778
C8798,2677.426
C3035,3587.7628571428577
C8169,2751.5175000000004
C6679,2112.8664285714285
C3547,2079.5389999999998
C4376,3031.7858823529414
C3471,2634.8836363636365
C4482,3490.9364285714287
C1552,1780.632222222222
C6839,2456.7254545454543
C2396,3073.727857142857
C3903,2754.3046153846153
C7499,2595.6644444444446
C2157,2724.9849999999997
C5986,2631.36125
C4118,3137.166666666666
C1559,2549.295
C5445,2856.44
C8938,2070.498125
C9409,3364.6686666666665
C9437,3235.5753333333337
C5508,3094.058888888889
C6110,3050.628888888889
C3161,1492.8244444444445
C7354,2049.168181818182
C5382,2587.21052631579
C4541,2407.858947368421
C1014,2663.9919999999997
C9684,2309.087857142857
C1609,3222.4056249999994
C5266,2188.6240000000003
C4222,3136.295
C3939,1765.2825
C6407,1624.695
C5081,2525.7650000000003
C1115,1702.52125
C4432,1911.8172222222227
C4720,1484.632
C1409,2637.9126666666666
C2839,2755.0350000000003
C4660,4394.388
C8184,2947.86
C9465,2872.906363636364
C8756,2105.217777777778
C8279,1963.7576923076924
C3266,2528.344
C1404,1769.812222222222
C6922,2537.382777777778
C8045,3748.7500000000005
C8822,3027.9375000000005
C2276,3081.884545454545
C3483,1989.9723076923076
C5388,2281.4049999999997
C4210,3093.215454545454
C3272,2225.97
C1908,1463.1000000000001
C3945,2261.964285714286
C2829,1868.4339999999997
C9922,2310.2518181818177
C5287,2943.828
C2884,3347.2540000000004
C5810,795.4733333333334
C4421,2248.0261538461536
C9871,2630.5645
C1110,2588.097222222222
C9965,2503.3733333333334
C3256,3028.72375
C8355,3573.9533333333334
C8408,1376.0679999999998
C2146,1999.4127272727274
C4868,2294.48
C4419,1564.149
C5693,2632.6225
C9429,2149.425714285714
C8547,3208.92875
C8306,2301.6629411764707
C2741,1807.5439999999996
C4888,3009.7014285714286
C6916,1724.0026666666668
C7459,2720.567
C8093,2808.993846153846
C9596,1617.6553333333334
C9211,3348.717857142857
C6342,2396.590625
C8997,3187.3411764705884
C4773,2724.273076923077
C9824,2787.26125
C7279,2401.6659999999997
C6305,2019.255
C6491,2318.566923076923
C3741,1831.023
C2339,2105.748
C5555,1731.171818181818
C2649,2686.0715384615387
C1239,1002.4075
C7721,2625.025454545455
C6451,3063.8155555555554
C4503,2721.504615384615
C5181,2007.8475
C9387,1894.6549999999995
C8411,2627.3576923076926
C7432,2098.471818181818
C1585,2666.378571428571
C6830,2338.645
C7789,2655.7472727272725
C2263,2885.397
C8533,1525.7884615384614
C3085,1544.69875
C7147,3690.3900000000003
C2072,2556.1014285714286
C1706,1559.0344444444445
C3101,2760.6733333333336
C7718,1659.9244444444446
C3131,2663.422857142857
C1375,2997.8456250000004
C9506,2362.2433333333333
C1574,2947.8155555555554
C9750,2712.7726666666663
C4453,2159.7875
C4614,2432.523181818182
C2313,2391.076
C6227,2000.3445454545456
C7115,2334.204117647059
C5150,2999.048
C8717,2839.0866666666666
C6642,2134.9424999999997
C9206,2858.265
C8850,3428.538333333334
C5177,2823.200833333333
C9334,2942.295789473684
C7393,2534.988888888889
C3707,2283.7542857142857
C9123,2598.7945454545456
C1690,2325.6493333333337
C4369,2984.124
C4424,2498.6
C6952,1877.8492857142858
C8840,2190.0792857142856
C1543,2680.595882352941
C1974,2915.355
C1879,2915.004705882353
C9369,2036.1216666666667
C5990,2937.2384210526316
C4431,1793.8199999999997
C1675,2132.5366666666664
C3576,2278.6711111111113
C4941,3740.2642857142855
C3925,2928.7233333333334
C1601,1693.8990909090908
C3027,2696.201
C6981,2390.109
C5270,2336.0592857142856
C5052,2844.661
C8767,1915.7720000000002
C9497,2576.795384615384
C2097,1792.1788888888887
C9095,2355.968125
C3388,2240.6949999999997
C5886,3086.6153846153848
C6508,1933.3905263157894
C5462,2223.995
C7461,2126.3799999999997
C7934,1809.2633333333333
C8833,2599.3208333333337
C3134,2293.63
C7136,2382.0125000000003
C5787,1977.3272727272729
C9908,2590.937222222222
C5312,1749.345
C5877,3643.915
C6809,3909.8833333333337
C3173,4067.0
C6895,3794.3218181818174
C5595,1812.88
C8580,1585.8315384615385
C9316,1769.0576190476186
C6546,2814.8064285714286
C5493,2878.019230769231
C7967,2092.693636363637
C3387,1801.8440000000003
C7256,3087.382727272727
C9864,1909.7171428571432
C6572,2917.0191666666665
C9098,3129.6808333333333
C1231,3260.2916666666665
C4265,2745.513571428571
C2134,2678.537857142857
C2348,2657.435
C7011,2667.615714285714
C4908,3125.8247058823526
C1131,2286.6071428571427
C1951,2144.9111111111106
C4728,1909.1923529411765
C4604,3342.8875
C6490,2964.348181818182
C3717,3604.8981818181824
C8498,2793.975714285714
C1837,3617.415714285715
C8937,3025.1746666666663
C2452,1394.7753846153848
C8296,1996.1072727272729
C8116,3238.8818181818187
C9553,1961.0009090909095
C4284,2616.7064285714287
C8603,2870.225454545455
C8655,2716.732727272727
C7000,1696.8461538461538
C5817,3682.8255555555556
C4950,2106.482
C6106,3194.7533333333336
C2361,2249.038666666667
C4665,2075.469285714286
C5756,3147.537777777778
C4951,2749.448666666666
C4844,2646.154444444445
C5113,2753.6427272727274
C4766,2339.14625
C3926,2652.409166666667
C8094,2359.9569230769234
C1534,2609.747272727273
C2316,2518.5377777777776
C7601,2035.85125
C9370,2751.9176470588236
C9479,1807.9676923076925
C8281,2386.018
C1870,2590.972
C8518,2844.4522222222226
C9804,2014.0429411764703
C1284,1816.8733333333332
C6266,1908.365
C2617,3021.0285714285715
C7563,2710.891176470588
C7712,2526.4599999999996
C7254,2577.7357142857145
C2474,2774.0431249999997
C9974,2868.8542857142857
C5376,1988.985
C2775,2069.2585714285715
C8407,2812.885333333333
C4003,1494.3229999999999
C1811,2625.804166666667
C5906,2462.916666666667
C4481,2444.2443749999998
C9235,2850.7207142857146
C2255,2122.1118181818183
C7175,2782.197
C7410,2852.6991666666668
C1625,1924.688
C4347,2870.228
C2166,2212.137142857143
C2989,2555.07375
C7073,2981.347272727273
C8357,2993.1123529411766
C1150,2320.9790000000003
C9474,1835.3500000000001
C9037,2305.069375
C5845,2167.8534782608695
C3936,1831.5808333333334
C1062,2788.855
C7093,2344.9675000000007
C8250,2567.91
C7270,1973.547
C2904,1684.8975
C1154,2527.975
C6530,1894.1025
C2952,3243.838888888889
C3909,1755.6970000000001
C3402,2981.445
C6377,2740.71
C4311,2290.3933333333334
C7731,3539.2944444444443
C4743,2606.6000000000004
C8096,2583.1426315789477
C4025,2936.0666666666666
C1314,1765.9474999999998
C4497,1340.3939999999998
C9533,2667.38875
C6319,3542.16
C9181,2788.5045454545457
C8517,2302.8733333333334
C5234,2492.298
C5776,2926.918181818182
C2842,2228.5691666666667
C8342,2184.8688888888887
C5092,2091.9533333333334
C9857,3537.562142857143
C7428,2500.989375
C6118,3461.288181818182
C3369,1878.0961538461538
C2370,2138.050769230769
C1536,2755.0299999999997
C3776,1675.3066666666666
C8834,2643.4445454545453
C2007,1796.7400000000005
C9552,3004.978823529412
C9518,1941.141111111111
C2129,2494.0383333333334
C8217,2065.007857142857
C4869,2533.6785714285716
C8104,1646.4475
C7222,2485.114666666667
C4578,2887.8322727272725
C8616,1664.2346666666667
C4704,2218.87
C5097,2636.402142857143
C1267,1860.0377777777778
C7323,2058.2633333333333
C7007,2917.635294117647
C7488,1805.6163157894737
C2236,1659.721111111111
C2699,2790.933076923077
C6818,2749.7418749999997
C3243,2232.2678571428573
C2355,2809.0575000000003
C6273,2605.385333333333
C8068,2522.454615384616
C2148,2473.8413333333333
C7682,2723.866923076923
C6017,2319.3518181818185
C2469,2967.5888888888894
C9061,2378.9715384615383
C5486,3112.8135714285713
C3079,1589.1229999999998
C6889,3007.8925
C5151,2538.242222222222
C6630,1937.495
C1699,2507.2725
C3118,3440.3158333333336
C6459,1872.175
C3957,2280.1815384615384
C3916,3208.9652941176464
C2714,2297.4463636363635
C9164,2531.56
C9584,2450.424375
C1767,1635.79
C3625,2034.1753846153845
C7233,2178.76375
C4996,2214.9
C1349,1826.596875
C8609,2381.5991666666664
C8575,2641.4066666666663
C4247,2137.3075
C7140,3220.2666666666664
C6636,2078.5463636363634
C4798,2974.476363636364
C6400,2002.4492857142857
C5039,2991.6585714285716
C7867,2465.638
C7768,3874.65125
C3090,2124.78
C5885,2447.824705882353
C6677,2670.3014285714285
C8143,2578.773333333333
C8565,2271.0623076923075
C1001,2073.0406249999996
C6271,1715.7358333333334
C1079,2612.6949999999997
C4044,2169.2329999999993
C2025,3980.432142857143
C5782,3671.067142857143
C2940,3840.5781818181817
C8889,2132.760625
C3263,2620.9727272727278
C7084,2859.428
C4691,2235.4925000000003
C6620,2260.656
C1144,1525.3866666666665
C3729,1616.0042857142855
C8032,2444.3940000000002
C9386,2046.0021428571429
C3192,2711.558571428571
C1707,2422.308461538462
C4220,2094.0621052631577
C9434,1864.884
C4230,2132.5355555555557
C9449,3065.114117647059
C6183,2550.575714285714
C5479,2363.559230769231
C8454,2163.892307692308
C5702,1879.4181818181817
C7815,2563.7745000000004
C1743,2600.650588235294
C4669,2083.8325
C5994,1951.8745454545458
C7762,2589.4166666666665
C8852,3185.056
C6722,2303.754615384615
C3784,1497.2633333333333
C8259,2784.157
C4615,2698.5308333333332
C3009,2025.308125
C9545,2194.7059999999997
C7725,1550.2822222222223
C5225,2205.7573333333335
C6347,2304.496923076923
C5125,1985.6929411764704
C6078,2413.5714285714284
C9905,2946.9992857142856
C7342,2731.7253333333338
C6813,1875.6992307692308
C5668,2705.134285714286
C9685,3208.1155555555556
C8887,1735.1256250000001
C9758,2342.493076923077
C4775,1611.8539999999998
C3411,2536.953636363636
C7646,2339.8778947368423
C2734,2569.039444444444
C8821,2644.9530000000004
C3782,2512.1555555555556
C9821,3323.8775
C2117,2936.3766666666666
C5152,3432.258888888889
C1661,2183.1976923076923
C6309,2026.157777777778
C8190,3243.3266666666664
C8634,2148.097142857143
C9205,1962.8699999999997
C6180,2548.279375
C4257,2317.3663636363635
C8941,2400.6694117647057
C3864,2292.8826666666664
C4405,2409.6464285714287
C3550,2256.859230769231
C7850,2795.2200000000003
C2813,2460.188333333333
C5314,2480.829
C2065,2543.117142857143
C2091,2735.011818181818
C7861,3193.884
C9208,1692.6436363636362
C4164,2116.8766666666666
C4787,2760.8775
C9514,2895.7427777777784
